,0
1683,0.37
1684,1.0
1685,0.09
1686,0.65
1687,0.02
1688,0.08
1689,0.34
1690,0.39
1691,0.29
1692,0.2
1693,0.13
1694,0.02
1695,0.32
1696,0.13
1697,0.04
1698,0.59
1699,0.33
1700,0.5
1701,0.1
1702,0.09
1703,0.52
1704,0.04
1705,0.05
1706,0.05
1707,0.38
1708,0.02
1709,0.22
1710,0.28
1711,0.28
1712,0.18
1713,0.02
1714,0.11
1715,0.08
1716,0.12
1717,0.19
1718,0.21
1719,0.23
1720,0.11
1721,1.0
1722,0.04
1723,0.11
1724,0.19
1725,0.04
1726,0.32
1727,0.42
1728,0.33
1729,0.31
1730,0.15
1731,0.08
1732,0.24
1733,0.11
1734,0.07
1735,0.06
1736,0.08
1737,0.19
1738,0.17
1739,0.13
1740,0.01
1741,0.06
1742,0.15
1743,0.11
1744,0.05
1745,0.01
1746,0.06
1747,0.5
1748,0.13
1749,0.67
1750,0.17
1751,0.35
1752,0.19
1753,0.6
1754,0.6
1755,0.06
1756,0.27
1757,0.09
1758,0.22
1759,1.0
1760,0.12
1761,0.02
1762,0.03
1763,0.16
1764,0.22
1765,0.08
1766,0.01
1767,0.67
1768,0.08
1769,0.14
1770,0.36
1771,0.16
1772,0.09
1773,0.75
1774,0.15
1775,0.83
1776,0.03
1777,0.47
1778,0.48
1779,0.19
1780,0.05
1781,0.08
1782,0.04
1783,0.53
1784,0.09
1785,0.06
1786,0.09
1787,0.25
1788,0.39
1789,0.53
1790,0.52
1791,0.08
1792,0.6
1793,0.02
1794,0.06
1795,0.09
1796,0.19
1797,0.16
1798,0.14
1799,0.19
1800,0.07
1801,0.72
1802,0.07
1803,0.27
1804,0.03
1805,0.45
1806,0.15
1807,0.13
1808,0.26
1809,0.06
1810,0.62
1811,0.53
1812,0.09
1813,0.49
1814,0.09
1815,0.64
1816,0.01
1817,0.5
1818,0.02
1819,0.24
1820,0.23
1821,0.38
1822,0.23
1823,0.41
1824,0.05
1825,0.18
1826,0.02
1827,0.09
1828,0.05
1829,0.07
1830,0.07
1831,0.81
1832,0.04
1833,0.02
1834,0.15
1835,0.65
1836,0.86
1837,0.12
1838,0.57
1839,0.16
1840,0.18
1841,0.16
1842,0.24
1843,0.44
1844,0.06
1845,0.16
1846,0.08
1847,1.0
1848,0.14
1849,0.55
1850,0.13
1851,0.22
1852,0.29
1853,0.05
1854,0.16
1855,0.09
1856,0.17
1857,0.15
1858,0.14
1859,0.34
1860,0.27
1861,0.17
1862,0.26
1863,0.07
1864,0.02
1865,0.95
1866,0.11
1867,0.03
1868,0.03
1869,0.19
1870,0.34
1871,0.11
1872,0.53
1873,0.04
1874,0.21
1875,0.37
1876,0.18
1877,0.15
1878,0.88
1879,0.2
1880,0.22
1881,0.06
1882,0.08
1883,0.11
1884,0.38
1885,0.08
1886,0.29
1887,0.36
1888,0.09
1889,0.1
1890,0.05
1891,0.23
1892,0.15
1893,0.3
1894,0.03
1895,0.19
1896,0.04
1897,0.15
1898,0.01
1899,0.08
1900,0.5
1901,0.16
1902,0.16
1903,0.22
1904,0.08
1905,0.14
1906,0.05
1907,0.41
1908,0.09
1909,0.26
1910,0.67
1911,0.05
1912,0.17
1913,0.29
1914,0.54
1915,0.1
1916,0.63
1917,0.2
1918,0.29
1919,0.27
1920,0.13
1921,0.16
1922,0.32
1923,0.11
1924,0.13
1925,0.29
1926,0.09
1927,0.08
1928,0.17
1929,0.17
1930,0.02
1931,0.12
1932,0.04
1933,0.03
1934,0.14
1935,0.04
1936,0.04
1937,0.06
1938,0.2
1939,0.08
1940,0.56
1941,0.14
1942,0.12
1943,0.16
1944,0.16
1945,0.15
1946,0.2
1947,0.06
1948,0.18
1949,0.23
1950,0.18
1951,0.26
1952,0.11
1953,0.04
1954,0.48
1955,0.03
1956,0.3
1957,1.0
1958,0.34
1959,0.1
1960,0.02
1961,0.02
1962,0.32
1963,0.45
1964,0.6
1965,0.69
1966,0.3
1967,0.04
1968,0.19
1969,0.75
1970,0.53
1971,0.22
1972,0.3
1973,0.04
1974,0.52
1975,0.09
1976,0.08
1977,0.25
1978,0.04
1979,0.16
1980,0.28
1981,0.07
1982,0.03
1983,0.56
1984,0.14
1985,0.14
1986,0.02
1987,0.04
1988,0.19
1989,0.09
1990,0.45
1991,0.23
1992,0.19
1993,0.48
