,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
16,0.03,1.0,0.31,0.74,0.55,0.48,0.49,0.27,0.0,0.03,0.01,0.38,0.5,0.01,0.02,0.33,0.52,0.01,0.34,0.15,0.0,0.0,0.02,0.27,0.36,0.0,0.04
17,0.31,1.0,0.18,0.18,0.15,0.2,0.42,0.27,0.13,0.39,0.02,0.85,0.0,0.34,0.54,0.41,0.44,0.38,0.16,0.49,0.21,0.3,0.22,0.18,0.11,1.0,0.7
18,0.24,1.0,0.22,0.36,0.25,0.26,0.46,0.41,0.03,0.29,0.03,0.31,0.0,0.07,0.07,0.29,0.4,0.11,0.16,0.68,0.04,0.0,0.03,0.42,0.19,0.58,0.12
19,0.08,0.0,0.22,0.19,0.18,0.28,0.27,0.61,0.02,0.24,0.0,0.0,0.5,0.05,0.26,0.73,0.13,0.73,0.47,0.39,0.0,0.0,0.02,0.36,0.06,0.0,0.09
20,1.0,1.0,0.18,0.11,0.04,0.23,1.0,0.19,0.18,1.0,0.0,0.57,0.5,0.13,0.6,0.64,0.5,0.61,0.4,0.4,0.01,0.0,0.07,0.17,0.21,0.49,0.81
21,0.0,1.0,0.25,0.64,0.0,0.23,0.53,0.4,0.0,0.09,0.01,0.18,0.0,0.04,0.01,0.38,0.15,0.05,0.14,0.65,0.0,0.0,0.01,0.45,0.47,0.0,0.06
22,0.02,1.0,0.5,0.72,0.04,0.33,0.55,0.78,0.0,0.1,0.0,0.22,0.5,0.01,0.0,0.41,0.31,0.05,0.0,0.78,0.0,0.0,0.01,0.16,0.08,0.0,0.11
23,0.17,0.0,0.07,0.27,0.19,0.17,0.26,0.12,0.0,0.21,0.01,0.7,0.5,0.01,0.37,0.43,0.0,0.03,0.0,0.67,0.0,0.0,0.0,0.55,0.29,0.0,0.03
24,0.05,0.95,0.56,0.52,0.24,0.38,0.63,0.47,0.0,0.03,0.01,0.2,0.5,0.0,0.06,0.49,0.46,0.01,0.45,0.35,0.0,0.0,0.04,0.08,0.12,0.0,0.06
25,0.13,0.0,0.17,0.16,0.07,0.1,0.27,0.27,0.01,0.31,0.0,0.47,0.0,0.07,0.38,0.87,0.13,0.5,0.2,0.42,0.02,0.0,0.02,0.22,0.04,0.0,0.22
26,0.14,1.0,0.07,0.22,0.12,0.18,0.3,0.42,0.02,0.23,0.01,0.28,0.0,0.05,0.31,0.45,0.25,0.39,0.26,0.33,0.02,0.01,0.06,0.16,0.44,0.0,0.26
27,0.3,0.0,0.53,0.18,0.05,0.21,0.2,0.49,0.01,0.29,0.0,0.19,0.5,0.01,0.07,0.45,0.52,0.54,0.07,0.24,0.0,0.0,0.01,0.19,0.02,0.0,0.32
28,0.08,1.0,0.39,0.16,0.17,0.24,0.23,0.04,0.04,0.47,0.08,0.49,0.0,0.12,0.5,0.15,0.75,0.42,0.54,0.24,0.01,0.02,0.05,0.18,0.06,0.0,0.39
29,0.02,1.0,0.17,0.13,0.38,0.27,0.51,0.2,0.01,0.06,0.02,0.12,0.0,0.13,0.04,0.17,0.71,0.15,0.0,0.22,0.0,0.0,0.03,0.27,0.04,0.0,0.21
30,0.01,1.0,0.23,0.2,0.15,0.18,0.26,0.81,0.02,0.13,0.01,0.21,0.5,0.04,0.31,0.39,0.48,0.16,0.15,0.36,0.02,0.0,0.07,0.18,0.06,0.0,0.08
31,0.03,1.0,0.05,0.13,0.13,0.25,0.17,0.45,0.03,0.18,0.01,0.25,0.5,0.14,0.2,0.6,0.0,0.16,0.25,0.58,0.02,0.0,0.07,0.27,0.17,0.59,0.12
32,0.68,0.0,0.32,0.13,0.09,0.89,0.3,0.36,0.02,0.56,0.0,0.0,0.5,0.04,0.33,0.83,0.35,0.73,0.56,0.63,0.0,0.0,0.03,0.13,0.0,0.0,0.44
33,0.04,0.0,0.27,0.18,0.09,0.27,0.36,0.14,0.0,0.1,0.01,1.0,0.0,0.03,0.03,0.43,0.58,0.31,0.17,0.21,0.0,0.0,0.02,0.15,0.01,0.0,0.07
34,0.03,0.0,0.23,0.31,0.07,0.24,0.27,0.18,0.0,0.13,0.0,0.13,0.5,0.16,0.06,0.33,0.48,0.06,0.19,0.64,0.0,0.0,0.12,0.03,0.08,0.0,0.16
35,0.81,0.0,0.08,0.14,0.0,0.25,0.58,0.7,0.02,0.87,0.0,0.43,0.5,0.01,0.28,0.82,0.46,0.97,0.44,0.65,0.0,0.0,0.02,0.14,0.0,0.0,0.63
36,0.08,1.0,0.27,0.45,0.4,0.3,0.56,0.07,0.0,0.11,0.02,0.75,0.5,0.01,0.14,0.35,0.48,0.02,0.0,0.25,0.0,0.0,0.01,0.28,0.5,0.0,0.04
37,0.71,0.0,0.16,0.15,0.21,0.09,0.22,0.32,0.02,0.66,0.0,0.49,0.5,0.03,0.37,0.59,0.5,0.94,0.13,0.58,0.0,0.0,0.05,0.06,0.01,0.0,0.35
38,0.22,1.0,0.3,0.15,0.17,0.37,0.38,0.32,0.02,0.53,0.01,0.19,0.5,0.01,0.0,0.11,0.69,0.04,0.05,0.31,0.0,0.0,0.02,0.23,0.12,0.0,0.1
39,0.76,0.98,0.11,0.19,0.01,0.17,0.26,0.73,0.03,0.59,0.0,0.24,0.5,0.04,0.36,0.52,0.65,0.53,0.37,0.44,0.03,0.0,0.13,0.04,0.02,0.0,1.0
40,0.04,1.0,0.33,0.53,0.13,0.41,0.64,0.22,0.01,0.06,0.07,0.38,0.5,0.05,0.02,0.48,0.0,0.02,0.16,0.42,0.11,0.0,0.05,0.38,0.69,0.0,0.11
41,0.08,1.0,0.13,0.31,0.17,0.4,0.37,0.75,0.04,0.49,0.15,0.3,0.0,0.07,0.3,0.4,0.15,0.44,0.72,0.68,0.0,0.0,0.0,1.0,1.0,0.51,0.23
42,0.01,0.0,1.0,0.05,0.07,0.19,0.26,0.17,0.0,0.09,0.0,0.2,0.5,0.01,0.08,0.34,0.69,0.35,0.0,0.32,0.0,0.0,0.03,0.1,0.01,0.0,0.04
43,0.09,0.0,0.56,0.18,0.13,0.24,0.2,0.36,0.03,0.46,0.04,0.33,0.0,0.02,0.56,0.3,0.65,0.38,0.73,0.31,0.02,0.01,0.03,0.24,0.0,0.0,0.51
44,0.01,1.0,0.31,0.06,0.15,0.06,0.13,0.29,0.02,0.17,0.01,1.0,0.0,0.04,0.05,0.3,0.4,0.12,0.31,0.44,0.01,0.01,0.07,0.19,0.08,0.0,0.06
45,0.05,0.0,0.83,0.21,0.31,0.25,0.28,0.53,0.0,0.09,0.0,0.25,0.5,0.02,0.14,0.5,0.88,0.33,0.13,0.44,0.0,0.0,0.11,0.03,0.0,0.0,0.27
46,0.37,0.0,0.14,0.2,0.11,0.21,0.24,0.66,0.03,0.37,0.0,0.26,0.0,0.07,0.06,0.58,0.1,0.45,0.14,0.39,0.02,0.0,0.03,0.25,0.02,0.0,0.12
47,0.01,1.0,0.21,0.29,0.32,0.23,0.45,0.71,0.0,0.1,0.0,0.1,0.5,0.01,0.0,0.33,0.31,0.01,0.26,0.25,0.0,0.0,0.01,0.32,0.05,0.0,0.06
48,0.2,1.0,0.36,0.19,0.1,0.26,0.22,0.59,0.02,0.29,0.0,0.12,0.0,0.04,0.05,0.49,0.5,0.57,0.22,0.36,0.01,0.0,0.04,0.17,0.04,0.0,0.53
49,0.14,1.0,0.06,0.27,0.35,0.37,0.46,0.14,0.0,0.09,0.01,0.2,0.5,0.04,0.01,0.22,0.92,0.1,0.17,0.39,0.0,0.0,0.02,0.14,0.01,0.0,0.1
50,0.7,1.0,0.14,0.26,0.15,0.25,0.3,0.69,0.34,1.0,0.24,0.39,0.0,0.12,0.44,0.47,0.19,0.68,0.67,1.0,0.15,0.22,0.02,1.0,0.59,1.0,0.65
51,0.39,1.0,0.13,0.22,0.18,0.33,0.37,0.61,0.16,0.73,0.27,0.37,0.0,0.12,0.36,0.43,0.15,0.51,0.62,0.63,0.04,0.1,0.03,0.75,0.59,0.76,0.54
52,0.03,0.0,0.05,0.13,0.13,0.22,0.18,0.48,0.01,0.2,0.0,0.26,0.5,0.02,0.29,0.41,0.0,0.5,0.06,0.68,0.03,0.0,0.01,0.42,0.05,0.0,0.08
53,0.0,1.0,0.08,0.32,0.28,0.12,0.27,0.59,0.01,0.14,0.01,0.09,0.5,0.02,0.42,0.62,0.29,0.11,0.16,0.54,0.0,0.0,0.03,0.29,0.03,0.0,0.04
54,1.0,1.0,0.15,0.16,0.29,0.2,0.49,0.29,0.03,0.81,0.0,0.17,0.5,0.04,0.53,0.59,0.38,0.74,0.22,0.58,0.0,0.0,0.05,0.08,0.01,0.0,0.86
55,0.0,1.0,0.58,0.56,0.37,0.02,0.16,0.25,0.01,0.28,0.02,0.16,0.0,0.05,0.51,0.24,0.71,1.0,1.0,0.29,0.0,0.0,0.01,0.24,0.03,0.0,0.12
56,0.06,1.0,0.27,0.17,0.22,0.2,0.4,0.24,0.0,0.07,0.01,0.11,0.0,0.06,0.04,0.33,0.44,0.23,0.06,0.29,0.0,0.0,0.01,0.35,0.08,0.0,0.54
57,0.01,0.17,0.94,0.09,0.0,0.67,0.19,0.6,0.0,0.03,0.0,0.28,0.5,0.0,0.0,0.4,0.63,0.03,0.0,0.26,0.0,0.0,0.08,0.03,0.03,0.0,0.02
58,0.06,1.0,0.13,0.34,0.2,0.18,0.35,0.13,0.01,0.16,0.01,0.37,0.0,0.02,0.11,0.13,0.73,0.11,0.14,0.31,0.0,0.0,0.03,0.16,0.13,0.0,0.12
59,0.02,1.0,0.13,0.37,0.16,0.28,0.38,0.44,0.01,0.08,0.02,0.25,0.0,0.04,0.02,0.2,0.58,0.06,0.07,0.63,0.0,0.0,0.01,0.47,0.13,0.0,0.1
60,0.02,0.0,0.35,0.16,0.18,0.09,0.23,0.24,0.0,0.21,0.0,0.25,0.0,0.01,0.03,0.21,0.56,0.21,0.51,0.21,0.0,0.01,0.02,0.16,0.07,0.0,0.16
61,0.02,1.0,0.18,0.43,0.13,0.38,0.42,0.37,0.01,0.12,0.01,0.27,0.5,0.03,0.17,0.37,0.35,0.05,0.15,0.35,0.0,0.0,0.03,0.24,0.22,0.0,0.1
62,0.07,1.0,0.3,0.31,0.68,0.21,0.45,0.16,0.0,0.07,0.0,0.35,0.5,0.01,0.11,0.46,0.06,0.01,0.0,0.39,0.0,0.0,0.0,0.45,0.16,0.0,0.12
63,0.01,0.69,0.45,0.46,0.48,0.4,0.48,0.75,0.0,0.11,0.01,0.26,0.5,0.01,0.11,0.37,0.79,0.07,0.17,0.57,0.0,0.0,0.08,0.06,0.02,0.0,0.04
64,0.04,0.92,0.22,0.34,0.06,0.58,0.89,0.48,0.0,0.09,0.01,0.05,0.5,0.02,0.23,0.7,0.38,0.02,0.11,0.25,0.01,0.0,0.09,0.04,0.04,0.0,0.14
65,0.34,1.0,0.1,0.21,0.09,0.36,0.27,0.54,0.07,0.41,0.0,0.36,0.0,0.12,0.64,0.59,0.15,0.53,0.33,0.42,0.0,0.02,0.05,0.3,0.06,0.61,0.62
66,0.19,1.0,0.08,0.22,0.3,0.16,0.18,0.69,0.12,0.72,0.02,0.42,0.5,0.15,0.69,0.53,0.0,0.39,0.43,0.47,0.1,0.0,0.03,0.67,0.41,0.65,0.49
67,0.04,1.0,0.49,0.22,0.22,0.27,0.31,0.11,0.01,0.14,0.02,0.41,0.0,0.05,0.03,0.21,0.63,0.1,0.2,0.1,0.07,0.0,0.02,0.38,0.11,0.0,0.24
68,0.03,1.0,0.09,0.39,0.21,0.36,0.46,0.39,0.01,0.08,0.01,0.1,0.5,0.02,0.03,0.16,0.54,0.02,0.1,0.37,0.01,0.0,0.05,0.19,0.2,0.0,0.04
69,0.06,1.0,0.13,0.31,0.16,0.27,0.29,0.3,0.07,0.24,0.06,0.41,0.5,0.4,0.02,0.29,0.83,0.36,0.16,0.29,0.0,0.1,0.15,0.24,0.09,1.0,0.34
70,0.23,0.0,0.57,0.19,0.16,0.37,0.34,0.27,0.02,0.3,0.0,0.37,0.0,0.04,0.19,0.33,0.52,0.56,0.14,0.21,0.0,0.0,0.04,0.15,0.03,0.0,0.27
71,0.14,0.0,0.86,0.23,0.13,0.8,0.3,0.26,0.0,0.17,0.0,0.22,0.5,0.01,0.18,0.68,0.48,0.08,0.36,0.51,0.01,0.0,0.13,0.02,0.14,0.0,0.01
72,0.33,1.0,0.0,0.26,0.15,0.22,0.29,0.4,0.03,0.57,0.01,0.38,0.0,0.07,0.38,0.35,0.0,0.38,0.3,0.63,0.02,0.0,0.01,0.43,0.16,0.0,0.29
73,0.44,0.0,0.09,0.18,0.13,0.18,0.32,0.77,0.04,0.52,0.0,0.07,0.0,0.07,0.59,0.5,0.31,0.49,0.19,0.6,0.0,0.0,0.05,0.14,0.1,0.0,0.27
74,0.0,1.0,0.39,0.13,0.13,0.23,0.53,0.29,0.0,0.03,0.0,0.17,0.5,0.02,0.02,0.43,0.56,0.06,0.06,0.14,0.0,0.0,0.03,0.29,0.2,0.0,0.06
75,0.1,0.0,0.77,0.13,0.07,0.16,0.16,0.76,0.0,0.16,0.0,0.43,0.0,0.02,0.14,0.38,0.48,0.93,0.0,0.37,0.0,0.0,0.02,0.11,0.01,0.0,0.41
76,0.19,1.0,0.34,0.12,0.19,0.38,0.32,0.25,0.0,0.06,0.02,0.14,0.5,0.03,0.01,0.29,0.94,0.05,0.13,0.28,0.0,0.0,0.06,0.12,0.09,0.0,0.08
77,0.66,1.0,0.22,0.17,0.14,0.44,0.24,0.31,0.08,0.69,0.01,0.27,0.0,0.15,0.2,0.43,0.48,0.39,0.1,0.53,0.05,0.02,0.08,0.16,0.18,0.46,0.5
78,0.01,0.47,0.49,0.39,0.04,0.0,0.53,0.73,0.0,0.11,0.0,0.0,0.5,0.01,0.18,0.54,0.71,0.2,0.33,0.21,0.0,0.0,0.1,0.03,0.04,0.0,0.03
79,0.04,1.0,0.11,0.55,0.21,0.25,0.41,0.35,0.01,0.2,0.02,0.55,0.0,0.03,0.08,0.07,0.65,0.16,0.03,0.19,0.0,0.0,0.02,0.34,0.36,0.0,0.15
80,0.1,1.0,0.16,0.21,0.11,0.26,0.38,0.12,0.06,0.36,0.32,0.38,0.0,0.7,0.13,0.28,0.46,0.54,0.51,0.5,0.04,0.05,0.02,1.0,0.83,0.59,0.82
81,0.04,1.0,0.32,0.27,0.25,0.82,0.28,0.5,0.01,0.12,0.01,0.81,0.5,0.06,0.08,0.32,0.31,0.41,0.28,0.25,0.05,0.04,0.04,0.27,0.1,0.0,0.08
82,0.0,0.81,0.05,0.0,0.12,0.0,0.39,0.34,0.0,0.04,0.0,0.18,0.5,0.0,0.08,0.68,0.4,0.06,0.09,0.35,0.0,0.0,0.06,0.05,0.0,0.0,0.0
83,0.75,1.0,0.14,0.17,0.09,0.25,0.42,0.43,0.05,0.54,0.01,0.49,0.5,0.05,0.21,0.7,0.52,0.55,0.64,0.51,0.02,0.01,0.06,0.15,0.03,0.0,0.6
84,0.49,1.0,0.14,0.18,0.18,0.23,0.36,0.2,0.35,0.59,0.15,0.21,0.0,0.79,0.41,0.38,0.5,0.6,0.41,0.4,0.25,0.32,0.32,0.21,0.18,0.51,1.0
85,0.0,0.81,0.23,0.4,0.24,0.86,0.36,0.44,0.0,0.13,0.01,0.0,0.5,0.01,0.09,0.49,0.38,0.05,0.05,0.31,0.0,0.0,0.05,0.08,0.06,0.0,0.03
86,0.01,0.97,0.29,0.33,0.0,0.4,0.67,0.26,0.0,0.04,0.01,0.14,0.5,0.0,0.21,0.62,0.35,0.0,0.0,0.47,0.0,0.0,0.03,0.09,0.42,0.0,0.03
87,0.47,0.99,0.16,0.21,0.2,0.33,0.4,0.18,0.49,0.35,0.16,0.27,0.5,1.0,0.52,0.44,0.63,0.37,0.23,0.32,0.39,0.36,1.0,0.07,0.15,0.31,0.69
88,0.0,1.0,0.96,0.0,0.24,0.25,0.22,0.32,0.0,0.04,0.0,0.0,1.0,0.0,0.55,0.78,0.83,0.04,0.24,0.37,0.0,0.0,0.06,0.05,0.07,0.0,0.08
89,0.5,0.0,0.49,0.14,0.01,0.18,0.25,0.19,0.01,0.48,0.0,0.26,0.5,0.01,0.13,0.58,0.58,0.81,0.36,0.37,0.01,0.0,0.02,0.12,0.03,0.0,0.02
90,0.03,1.0,0.21,0.46,0.36,0.38,0.4,0.31,0.07,0.21,0.54,0.71,0.0,0.19,0.17,0.2,0.48,0.09,0.26,0.21,0.05,0.04,0.09,0.49,0.23,0.6,0.15
91,0.03,0.0,0.8,0.34,0.21,0.41,0.27,0.83,0.0,0.08,0.0,0.0,0.5,0.02,0.13,0.63,0.19,0.36,0.39,0.24,0.01,0.0,0.01,0.18,0.01,0.0,0.19
92,0.53,1.0,0.25,0.16,0.2,0.31,0.35,0.4,0.05,0.37,0.0,0.24,0.5,0.08,0.25,0.41,0.67,0.58,0.29,0.36,0.02,0.0,0.23,0.06,0.01,0.0,0.52
93,0.31,0.0,0.04,0.19,0.16,0.15,0.21,0.16,0.0,0.16,0.0,0.33,0.5,0.01,0.14,0.15,0.54,0.42,0.0,0.43,0.0,0.0,0.03,0.14,0.0,0.0,0.24
94,0.13,1.0,0.22,0.42,0.32,0.39,0.59,0.33,0.0,0.13,0.01,0.18,0.5,0.01,0.14,0.12,0.33,0.01,0.0,0.86,0.0,0.0,0.0,0.38,0.57,0.0,0.04
95,0.01,0.33,0.4,0.27,0.16,0.26,0.23,0.32,0.0,0.06,0.0,0.06,0.5,0.01,0.0,0.53,0.6,0.07,0.41,0.35,0.0,0.0,0.15,0.02,0.05,0.0,0.01
96,0.59,1.0,0.11,0.21,0.16,0.14,0.26,0.1,0.03,0.32,0.04,0.34,0.0,0.17,0.13,0.34,0.77,0.6,0.1,0.37,0.01,0.01,0.08,0.19,0.01,1.0,0.27
97,0.03,0.99,0.2,0.15,0.1,0.51,0.25,0.36,0.0,0.05,0.01,0.09,0.5,0.01,0.12,0.43,0.42,0.02,0.06,0.47,0.0,0.0,0.06,0.08,0.39,0.0,0.12
98,0.5,1.0,0.19,0.21,0.09,0.25,0.31,0.48,0.03,0.49,0.0,0.23,0.5,0.03,0.24,0.42,0.52,0.58,0.42,0.35,0.0,0.0,0.03,0.19,0.02,0.0,0.29
99,0.04,1.0,0.3,0.34,0.27,0.52,0.28,0.2,0.0,0.06,0.0,0.28,0.5,0.01,0.05,0.37,0.5,0.01,0.12,0.18,0.01,0.0,0.01,0.22,0.11,0.0,0.05
100,0.11,1.0,0.11,0.44,0.14,0.45,0.63,0.3,0.0,0.08,0.0,0.42,0.5,0.01,0.03,0.71,0.38,0.04,0.0,0.74,0.0,0.0,0.01,0.23,0.41,0.0,0.06
101,0.31,0.0,0.18,0.15,0.15,0.18,0.19,1.0,0.01,0.4,0.0,0.0,0.5,0.02,0.15,0.42,0.46,0.62,0.44,0.4,0.01,0.0,0.04,0.09,0.01,0.0,0.4
102,0.01,1.0,0.17,0.29,0.09,0.08,0.18,0.51,0.05,0.23,0.02,0.59,0.0,0.07,0.05,0.36,0.48,0.16,0.18,0.44,0.09,0.0,0.13,0.18,0.12,0.8,0.18
103,0.11,0.0,0.58,0.28,0.39,0.63,0.35,0.63,0.0,0.15,0.0,0.06,0.5,0.01,0.13,0.42,0.52,0.05,0.28,0.25,0.0,0.0,0.07,0.03,0.01,0.0,0.1
104,0.02,0.0,0.37,0.24,0.22,0.26,0.32,0.14,0.0,0.09,0.0,0.0,0.5,0.05,0.57,0.67,0.69,0.21,0.47,0.17,0.0,0.0,0.05,0.09,0.32,0.0,0.27
105,0.04,1.0,0.22,0.38,0.37,0.36,0.35,0.53,0.05,0.21,0.18,0.47,0.0,0.11,0.07,0.07,0.56,0.12,0.1,0.17,0.04,0.06,0.06,0.43,0.13,0.75,0.22
106,0.18,1.0,0.16,0.2,0.21,0.27,0.31,0.36,0.0,0.09,0.0,0.5,0.5,0.01,0.05,0.37,0.63,0.31,0.0,0.29,0.0,0.0,0.03,0.11,0.03,0.0,0.2
107,0.01,1.0,0.28,0.34,0.22,0.81,0.55,0.33,0.0,0.0,0.0,0.34,0.5,0.01,0.14,0.7,0.27,0.01,0.12,0.53,0.0,0.0,0.02,0.16,0.14,0.0,0.03
108,0.7,1.0,0.16,0.25,0.13,0.27,0.26,0.36,0.3,1.0,0.07,0.56,0.0,0.27,0.78,0.4,0.08,0.45,0.28,0.67,0.79,0.04,0.05,0.58,0.53,0.32,0.88
109,0.13,1.0,0.12,0.31,0.13,0.32,0.43,0.74,0.01,0.19,0.02,0.3,0.0,0.05,0.1,0.27,0.67,0.19,0.07,0.25,0.05,0.01,0.04,0.21,0.28,0.0,0.25
110,0.14,0.0,0.23,0.2,0.12,0.25,0.4,0.78,0.02,0.25,0.0,0.41,0.5,0.05,0.02,0.23,0.63,0.52,0.21,0.39,0.0,0.0,0.06,0.13,0.0,0.0,0.36
111,0.0,1.0,0.15,0.07,0.0,0.11,0.52,0.52,0.0,0.12,0.0,0.0,0.5,0.02,0.86,0.91,0.0,0.16,0.75,0.65,0.0,0.0,0.01,0.29,0.16,0.0,0.06
112,0.01,1.0,0.05,0.38,0.12,0.38,0.48,0.27,0.01,0.09,0.01,0.13,0.5,0.01,0.19,0.42,0.27,0.02,0.03,0.4,0.0,0.0,0.04,0.2,0.44,0.0,0.17
113,0.22,1.0,0.59,0.49,0.7,0.5,0.63,0.31,0.0,0.05,0.02,0.23,0.5,0.01,0.19,0.59,0.38,0.02,0.16,0.68,0.0,0.0,0.02,0.19,0.42,0.0,0.05
114,0.11,1.0,0.24,0.39,0.32,0.36,0.43,0.41,0.03,0.14,0.08,0.28,0.5,0.14,0.07,0.14,0.9,0.08,0.09,0.24,0.0,0.08,0.11,0.22,0.03,0.0,0.14
115,0.37,1.0,0.17,0.36,0.25,0.5,0.41,0.17,0.05,0.54,0.07,0.43,0.0,0.07,0.07,0.45,0.23,0.14,0.25,0.53,0.32,0.01,0.03,0.42,1.0,0.1,0.15
116,0.05,1.0,0.18,0.31,0.2,0.27,0.36,0.52,0.01,0.33,0.04,0.32,0.0,0.01,0.11,0.16,0.5,0.14,0.58,0.24,0.0,0.0,0.0,0.8,0.07,0.0,0.68
117,0.01,0.0,0.32,0.43,0.3,0.03,0.26,0.76,0.0,0.15,0.0,0.13,0.5,0.02,0.2,0.72,0.46,0.14,0.12,0.46,0.0,0.0,0.12,0.03,0.03,0.0,0.05
118,0.43,1.0,0.1,0.16,0.08,0.22,0.2,0.14,0.03,0.32,0.01,0.29,0.5,0.1,0.15,0.48,0.54,0.52,0.24,0.42,0.03,0.06,0.04,0.19,0.0,0.0,0.39
119,0.81,0.81,0.24,0.41,1.0,0.3,0.65,0.27,0.02,0.35,0.02,0.17,0.5,0.01,0.23,0.64,0.5,0.02,0.05,0.44,0.0,0.0,0.07,0.06,0.31,0.0,0.18
120,0.27,1.0,0.1,0.19,0.19,0.51,0.26,0.7,0.06,0.37,0.01,0.05,0.5,0.07,0.46,0.56,0.35,0.52,0.18,0.37,0.01,0.01,0.07,0.25,0.04,0.0,0.13
121,0.83,0.0,0.21,0.17,0.22,0.46,0.5,0.84,0.04,0.69,0.0,0.58,0.0,0.06,0.3,0.34,0.48,0.74,0.7,0.5,0.0,0.0,0.07,0.08,0.01,0.0,0.47
122,0.04,1.0,0.27,0.27,0.14,0.28,0.31,0.42,0.08,0.14,0.09,0.35,0.0,1.0,0.32,0.21,0.85,0.25,0.06,0.26,0.13,0.2,0.32,0.22,0.05,0.27,0.3
123,0.15,0.0,0.76,0.16,0.15,0.15,0.19,0.41,0.01,0.13,0.0,1.0,0.5,0.08,0.17,0.45,0.71,0.52,0.24,0.37,0.0,0.0,0.21,0.05,0.01,0.0,0.24
124,0.03,0.95,0.1,0.28,0.0,0.33,0.44,0.56,0.01,0.13,0.01,0.28,0.5,0.02,0.05,0.52,0.5,0.03,0.22,0.39,0.0,0.0,0.03,0.15,0.05,0.0,0.08
125,0.04,0.86,0.33,0.69,0.37,0.67,0.52,0.42,0.0,0.12,0.01,0.15,0.5,0.01,0.11,0.2,0.65,0.04,0.11,0.86,0.0,0.0,0.03,0.08,0.18,0.0,0.15
